player,rank,points,url_perfil
M. Martineau,329,149,https://www.atptour.com/en/players/matteo-martineau/mw76/overview
T. Paris,330,148,https://www.atptour.com/en/players/tom-paris/p0gn/overview
P. Jubb,331,148,https://www.atptour.com/en/players/paul-jubb/j0a4/overview
J. Trotter,332,145,https://www.atptour.com/en/players/james-trotter/t0bw/overview
F. Mena,333,145,https://www.atptour.com/en/players/facundo-mena/mj98/overview
H. Habib,334,143,https://www.atptour.com/en/players/hady-habib/hf80/overview
S. Kwon,335,142,https://www.atptour.com/en/players/soonwoo-kwon/kf17/overview
P. Kotov,336,142,https://www.atptour.com/en/players/pavel-kotov/k09f/overview
J. Sels,337,142,https://www.atptour.com/en/players/jelle-sels/so20/overview
F. Roncadelli,338,142,https://www.atptour.com/en/players/franco-roncadelli/r0bt/overview
H. Stewart,339,142,https://www.atptour.com/en/players/hamish-stewart/s0ex/overview
R. Brancaccio,340,142,https://www.atptour.com/en/players/raul-brancaccio/bv24/overview
S. Cuenin,341,141,https://www.atptour.com/en/players/sean-cuenin/c0jx/overview
C. Sanchez Jover,342,141,https://www.atptour.com/en/players/carlos-sanchez-jover/s0cg/overview
A. Ghibaudo,343,140,https://www.atptour.com/en/players/antoine-ghibaudo/g0iw/overview
M. Krumich,344,140,https://www.atptour.com/en/players/martin-krumich/k0fy/overview
F. Broska,345,139,https://www.atptour.com/en/players/florian-broska/b0c5/overview
D. Ajdukovic,346,139,https://www.atptour.com/en/players/duje-ajdukovic/a0cj/overview
G. Justo,347,139,https://www.atptour.com/en/players/guido-ivan-justo/j0aw/overview
I. Marcondes,348,138,https://www.atptour.com/en/players/igor-marcondes/rd48/overview
S. Shin,349,138,https://www.atptour.com/en/players/sanhui-shin/s09p/overview
D. Yevseyev,350,138,https://www.atptour.com/en/players/denis-yevseyev/y171/overview
M. Sharipov,351,137,https://www.atptour.com/en/players/marat-sharipov/s0mn/overview
G. Villanueva,352,137,https://www.atptour.com/en/players/gonzalo-villanueva/v821/overview
O. Prihodko,353,136,https://www.atptour.com/en/players/oleg-prihodko/pl64/overview
S. Dostanic,354,135,https://www.atptour.com/en/players/stefan-dostanic/d0d4/overview
M. Mmoh,355,134,https://www.atptour.com/en/players/michael-mmoh/mp01/overview
J. Torres,356,134,https://www.atptour.com/en/players/juan-bautista-torres/t0dm/overview
R. Gasquet,357,133,https://www.atptour.com/en/players/richard-gasquet/g628/overview
A. Bouquier,358,133,https://www.atptour.com/en/players/arthur-bouquier/b0er/overview
G. Piraino,359,133,https://www.atptour.com/en/players/gabriele-piraino/p0i6/overview
J. La Serna,360,132,https://www.atptour.com/en/players/juan-manuel-la-serna/l0gr/overview
T. Svajda,361,131,https://www.atptour.com/en/players/trevor-svajda/s0vm/overview
J. Forejtek,362,131,https://www.atptour.com/en/players/jonas-forejtek/f0bt/overview
C. Negritu,363,131,https://www.atptour.com/en/players/christoph-negritu/n731/overview
C. Langmo,364,131,https://www.atptour.com/en/players/christian-langmo/li10/overview
A. Ilagan,365,130,https://www.atptour.com/en/players/andre-ilagan/i0b0/overview
M. Basing,366,129,https://www.atptour.com/en/players/max-basing/b0je/overview
I. Xilas,367,129,https://www.atptour.com/en/players/ioannis-xilas/x01c/overview
V. Bielinskyi,368,128,https://www.atptour.com/en/players/viacheslav-bielinskyi/b0ll/overview
M. Polmans,369,128,https://www.atptour.com/en/players/marc-polmans/pg94/overview
H. Matsuoka,370,128,https://www.atptour.com/en/players/hayato-matsuoka/m0sc/overview
M. Kasnikowski,371,127,https://www.atptour.com/en/players/maks-kasnikowski/k0hc/overview
R. Perot,372,127,https://www.atptour.com/en/players/raphael-perot/p0mg/overview
Y. Shimizu,373,127,https://www.atptour.com/en/players/yuta-shimizu/s0aq/overview
T. Wu,374,127,https://www.atptour.com/en/players/tung-lin-wu/w857/overview
L. Tu,375,126,https://www.atptour.com/en/players/li-tu/tc01/overview
D. Stricker,376,126,https://www.atptour.com/en/players/dominic-stricker/s0la/overview
J. Barranco Cosano,377,126,https://www.atptour.com/en/players/javier-barranco-cosano/bv25/overview
C. Cretu,378,126,https://www.atptour.com/en/players/cezar-cretu/c0b2/overview
I. Montes-De La Torre,379,125,https://www.atptour.com/en/players/inaki-montes-de-la-torre/m0nl/overview
O. Jasika,380,125,https://www.atptour.com/en/players/omar-jasika/j553/overview
F. Coria,381,124,https://www.atptour.com/en/players/federico-coria/ce77/overview
P. Sakamoto,382,124,https://www.atptour.com/en/players/pedro-sakamoto/sl94/overview
M. Alkaya,383,124,https://www.atptour.com/en/players/mert-alkaya/a09q/overview
D. Milavsky,384,124,https://www.atptour.com/en/players/daniel-milavsky/m0rg/overview
D. Jorda Sanchis,385,124,https://www.atptour.com/en/players/david-jorda-sanchis/j476/overview
D. Martin,386,122,https://www.atptour.com/en/players/dan--martin/m0c2/overview
A. McHugh,387,122,https://www.atptour.com/en/players/aidan-mchugh/m0cw/overview
L. Ambrogi,388,122,https://www.atptour.com/en/players/luciano-emanuel-ambrogi/a0ik/overview
G. Elias,389,121,https://www.atptour.com/en/players/gastao-elias/e698/overview
M. Poljicak,390,121,https://www.atptour.com/en/players/mili-poljicak/p0gq/overview
A. Perez,391,121,https://www.atptour.com/en/players/alfredo-perez/pl39/overview
F. Bagnis,392,120,https://www.atptour.com/en/players/facundo-bagnis/bf23/overview
C. Eubanks,393,120,https://www.atptour.com/en/players/christopher-eubanks/e865/overview
A. Soriano Barrera,394,120,https://www.atptour.com/en/players/adria-soriano-barrera/s0bt/overview
C. Caniato,395,120,https://www.atptour.com/en/players/carlo-alberto-caniato/c0lk/overview
H. Chung,396,120,https://www.atptour.com/en/players/hyeon-chung/ch27/overview
F. Arnaboldi,397,120,https://www.atptour.com/en/players/federico-arnaboldi/a0ba/overview
K. Samrej,398,120,https://www.atptour.com/en/players/kasidit-samrej/s0hr/overview
H. Casanova,399,119,https://www.atptour.com/en/players/hernan-casanova/cg07/overview
C. Denolly,400,119,https://www.atptour.com/en/players/corentin-denolly/df92/overview
