tourney_id,tourney_name,surface,winner_name,loser_name,score,round,minutes,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_hand,loser_ht,loser_ioc,loser_age,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-perth-sydney-0,perth-sydney,Hard,Iga Swiatek,Suzan Lamens,6-3 6-2,Round Robin Day 6 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Zizou Bergs,Felix Auger-Aliassime,6-4 6-2,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,185.0,BEL,26.9,0,0,0,R,185.0,UNK,22.0,0,44.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Elise Mertens,Victoria Mboko,6-3 3-6 6-3,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Jasmine Paolini,Leolia Jeanjean,6-2 6-3,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Arthur Rinderknech,Flavio Cobolli,6-7 4-6 7-5 7-5,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,196.0,FRA,30.7,0,0,0,R,183.0,ITA,23.9,0,30.0,0,20.0,0
2026-perth-sydney-0,perth-sydney,Hard,Alex de Minaur,Jakub Mensik,6-4 6-1,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,193.0,CZE,20.7,0,150.0,0,16.0,0
2026-perth-sydney-0,perth-sydney,Hard,Barbora Krejcikova,Maya Joint,6-4 6-1,Round Robin Day 5 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Jessica Bouzas Maneiro,Coco Gauff,6-1 6-7 3-0,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Taylor Fritz,Jaume Munar,7-6 3-4 7-6,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,196.0,USA,28.5,0,0,0,R,183.0,ESP,28.9,0,8.0,0,37.0,0
2026-perth-sydney-0,perth-sydney,Hard,Maria Sakkari,Emma Raducanu,6-3 3-6 6-1,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Stefanos Tsitsipas,Billy Harris,4-6 6-1 7-6,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,193.0,GRE,27.7,0,0,0,R,193.0,GBR,31.1,0,33.0,0,144.0,0
2026-perth-sydney-0,perth-sydney,Hard,Hubert Hurkacz,Alexander Zverev,6-3 6-4,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,196.0,POL,29.2,0,0,0,R,198.0,GER,29.0,0,71.0,0,4.0,0
2026-perth-sydney-0,perth-sydney,Hard,Iga Swiatek,Eva Lys,3-6 6-3 6-4,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Barbora Krejcikova,Malene Helgo,6-4 6-3,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Jakub Mensik,Casper Ruud,7-5 7-6,Round Robin Day 4 ,100,0,0,0,0,0,0,0,R,193.0,CZE,20.7,0,0,0,R,183.0,NOR,27.3,0,16.0,0,13.0,0
2026-perth-sydney-0,perth-sydney,Hard,Felix Auger-Aliassime,Zhizhen Zhang,6-4 6-4,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,193.0,CHN,29.5,0,150.0,0,319.0,0
2026-perth-sydney-0,perth-sydney,Hard,Victoria Mboko,Lin Zhu,2-6 6-2 6-0,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Belinda Bencic,Jasmine Paolini,6-4 6-3,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Flavio Cobolli,Stan Wawrinka,6-4 6-7 2-6 7-4,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,183.0,ITA,23.9,0,0,0,R,183.0,SUI,41.1,0,20.0,0,98.0,0
2026-perth-sydney-0,perth-sydney,Hard,Billy Harris,Shintaro Mochizuki,7-6 6-4,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,193.0,GBR,31.1,0,0,0,R,175.0,JPN,22.8,0,144.0,0,117.0,0
2026-perth-sydney-0,perth-sydney,Hard,Naomi Osaka,Katie Swan,7-6 6-4,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Eva Lys,Suzan Lamens,6-2 6-2,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Alexander Zverev,Tallon Griekspoor,7-5 6-0,Round Robin Day 3 ,100,0,0,0,0,0,0,0,R,198.0,GER,29.0,0,0,0,R,188.0,NED,29.8,0,4.0,0,25.0,0
2026-perth-sydney-0,perth-sydney,Hard,Sebastian Baez,Taylor Fritz,4-6 7-5 6-4,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,170.0,ARG,25.3,0,0,0,R,196.0,USA,28.5,0,32.0,0,8.0,0
2026-perth-sydney-0,perth-sydney,Hard,Coco Gauff,Solana Sierra,6-1 6-1,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Storm Hunter,Malene Helgo,6-2 7-6,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Casper Ruud,Alex de Minaur,6-3 6-3,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,183.0,NOR,27.3,0,0,0,R,185.0,UNK,22.0,0,13.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Elise Mertens,Lin Zhu,6-2 6-2,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Zhizhen Zhang,Zizou Bergs,6-7 2-6 7-3 7-5,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,193.0,CHN,29.5,0,0,0,R,185.0,BEL,26.9,0,319.0,0,44.0,0
2026-perth-sydney-0,perth-sydney,Hard,Belinda Bencic,Leolia Jeanjean,6-2 6-4,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Stan Wawrinka,Arthur Rinderknech,5-7 7-6 7-5,Round Robin Day 2 ,100,0,0,0,0,0,0,0,R,183.0,SUI,41.1,0,0,0,R,196.0,FRA,30.7,0,98.0,0,30.0,0
2026-perth-sydney-0,perth-sydney,Hard,Sebastian Baez,Jaume Munar,6-4 6-4,Round Robin ,100,0,0,0,0,0,0,0,R,170.0,ARG,25.3,0,0,0,R,183.0,ESP,28.9,0,32.0,0,37.0,0
2026-perth-sydney-0,perth-sydney,Hard,Solana Sierra,Jessica Bouzas Maneiro,6-4 5-7 6-0,Round Robin ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Maria Sakkari,Naomi Osaka,6-4 6-2,Round Robin ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,UNK,22.0,0,150.0,0,150.0,0
2026-perth-sydney-0,perth-sydney,Hard,Stefanos Tsitsipas,Shintaro Mochizuki,6-3 6-4,Round Robin ,100,0,0,0,0,0,0,0,R,193.0,GRE,27.7,0,0,0,R,175.0,JPN,22.8,0,33.0,0,117.0,0
2026-brisbane-1,brisbane,Hard,Daniil Medvedev,Brandon Nakashima,6-2 7-6,Final ,100,0,0,0,0,0,0,0,R,198.0,RUS,30.2,0,0,0,R,188.0,USA,24.7,0,11.0,0,29.0,0
2026-brisbane-1,brisbane,Hard,Daniil Medvedev,Alex Michelsen,6-4 6-2,Semifinals ,100,0,0,0,0,0,0,0,R,198.0,RUS,30.2,0,0,0,R,193.0,USA,21.8,0,11.0,0,41.0,0
2026-brisbane-1,brisbane,Hard,Brandon Nakashima,Aleksandar Kovacevic,7-6 6-4,Semifinals ,100,0,0,0,0,0,0,0,R,188.0,USA,24.7,0,0,0,R,183.0,USA,27.6,0,29.0,0,75.0,0
2026-brisbane-1,brisbane,Hard,Daniil Medvedev,Kamil Majchrzak,6-7 4-3 6-2,Quarterfinals ,100,0,0,0,0,0,0,0,R,198.0,RUS,30.2,0,0,0,R,180.0,POL,30.1,0,11.0,0,56.0,0
2026-brisbane-1,brisbane,Hard,Aleksandar Kovacevic,Giovanni Mpetshi Perricard,7-6 4-3 6-6,Quarterfinals ,100,0,0,0,0,0,0,0,R,183.0,USA,27.6,0,0,0,R,203.0,FRA,22.8,0,75.0,0,58.0,0
2026-brisbane-1,brisbane,Hard,Alex Michelsen,Sebastian Korda,6-3 7-6,Quarterfinals ,100,0,0,0,0,0,0,0,R,193.0,USA,21.8,0,0,0,R,196.0,USA,25.6,0,41.0,0,50.0,0
2026-brisbane-1,brisbane,Hard,Brandon Nakashima,Raphael Collignon,6-3 6-3,Quarterfinals ,100,0,0,0,0,0,0,0,R,188.0,USA,24.7,0,0,0,R,191.0,BEL,24.2,0,29.0,0,59.0,0
2026-brisbane-1,brisbane,Hard,Aleksandar Kovacevic,Cameron Norrie,7-6 4-4 6-6,Round of 16 ,100,0,0,0,0,0,0,0,R,183.0,USA,27.6,0,0,0,R,188.0,GBR,30.7,0,75.0,0,27.0,0
2026-brisbane-1,brisbane,Hard,Raphael Collignon,Grigor Dimitrov,7-6 6-1,Round of 16 ,100,0,0,0,0,0,0,0,R,191.0,BEL,24.2,0,0,0,R,191.0,BUL,34.9,0,59.0,0,42.0,0
2026-brisbane-1,brisbane,Hard,Giovanni Mpetshi Perricard,Rinky Hijikata,4-6 7-6 7-5,Round of 16 ,100,0,0,0,0,0,0,0,R,203.0,FRA,22.8,0,0,0,R,178.0,AUS,25.1,0,58.0,0,113.0,0
2026-brisbane-1,brisbane,Hard,Brandon Nakashima,Quentin Halys,6-2 6-4,Round of 16 ,100,0,0,0,0,0,0,0,R,188.0,USA,24.7,0,0,0,R,191.0,FRA,29.5,0,29.0,0,72.0,0
2026-brisbane-1,brisbane,Hard,Daniil Medvedev,Frances Tiafoe,6-3 6-2,Round of 16 ,100,0,0,0,0,0,0,0,R,198.0,RUS,30.2,0,0,0,R,188.0,USA,28.2,0,11.0,0,28.0,0
2026-brisbane-1,brisbane,Hard,Sebastian Korda,Jiri Lehecka,6-3 1-2,Round of 16 ,100,0,0,0,0,0,0,0,R,196.0,USA,25.6,0,0,0,R,185.0,CZE,24.4,0,50.0,0,22.0,0
2026-brisbane-1,brisbane,Hard,Alex Michelsen,Learner Tien,6-4 6-2,Round of 16 ,100,0,0,0,0,0,0,0,R,193.0,USA,21.8,0,0,0,R,180.0,USA,20.5,0,41.0,0,23.0,0
2026-brisbane-1,brisbane,Hard,Kamil Majchrzak,Reilly Opelka,6-7 2-6 7-7 7-6,Round of 16 ,100,0,0,0,0,0,0,0,R,180.0,POL,30.1,0,0,0,R,211.0,USA,28.5,0,56.0,0,69.0,0
2026-brisbane-1,brisbane,Hard,Brandon Nakashima,Alejandro Davidovich Fokina,7-6 6-4,Round of 32 ,100,0,0,0,0,0,0,0,R,188.0,USA,24.7,0,0,0,R,183.0,ESP,26.8,0,29.0,0,15.0,0
2026-brisbane-1,brisbane,Hard,Giovanni Mpetshi Perricard,Tommy Paul,7-6 3-2 7-6,Round of 32 ,100,0,0,0,0,0,0,0,R,203.0,FRA,22.8,0,0,0,R,185.0,USA,28.9,0,58.0,0,24.0,0
2026-brisbane-1,brisbane,Hard,Raphael Collignon,Denis Shapovalov,6-4 6-2,Round of 32 ,100,0,0,0,0,0,0,0,R,191.0,BEL,24.2,0,0,0,R,185.0,CAN,27.0,0,59.0,0,35.0,0
2026-brisbane-1,brisbane,Hard,Cameron Norrie,Ugo Humbert,1-6 7-6 7-6,Round of 32 ,100,0,0,0,0,0,0,0,R,188.0,GBR,30.7,0,0,0,R,188.0,FRA,27.8,0,27.0,0,36.0,0
2026-brisbane-1,brisbane,Hard,Grigor Dimitrov,Pablo Carreno Busta,6-3 6-2,Round of 32 ,100,0,0,0,0,0,0,0,R,191.0,BUL,34.9,0,0,0,R,188.0,ESP,34.7,0,42.0,0,123.0,0
2026-brisbane-1,brisbane,Hard,Rinky Hijikata,Adam Walton,6-3 6-2,Round of 32 ,100,0,0,0,0,0,0,0,R,178.0,AUS,25.1,0,0,0,R,183.0,AUS,26.9,0,113.0,0,93.0,0
2026-brisbane-1,brisbane,Hard,Aleksandar Kovacevic,Nick Kyrgios,6-3 6-4,Round of 32 ,100,0,0,0,0,0,0,0,R,183.0,USA,27.6,0,0,0,R,193.0,AUS,29.6,0,75.0,0,25.0,0
2026-brisbane-1,brisbane,Hard,Daniil Medvedev,Marton Fucsovics,6-2 6-3,Round of 32 ,100,0,0,0,0,0,0,0,R,198.0,RUS,30.2,0,0,0,R,188.0,HUN,34.2,0,11.0,0,61.0,0
2026-brisbane-1,brisbane,Hard,Jiri Lehecka,Tomas Machac,6-4 6-7 5-2,Round of 32 ,100,0,0,0,0,0,0,0,R,185.0,CZE,24.4,0,0,0,R,183.0,CZE,25.5,0,22.0,0,31.0,0
2026-brisbane-1,brisbane,Hard,Quentin Halys,Alexei Popyrin,5-7 6-3 6-4,Round of 32 ,100,0,0,0,0,0,0,0,R,191.0,FRA,29.5,0,0,0,R,196.0,AUS,26.7,0,72.0,0,53.0,0
2026-brisbane-1,brisbane,Hard,Sebastian Korda,Valentin Vacherot,7-6 6-1,Round of 32 ,100,0,0,0,0,0,0,0,R,196.0,USA,25.6,0,0,0,R,193.0,MON,27.0,0,50.0,0,26.0,0
2026-brisbane-1,brisbane,Hard,Kamil Majchrzak,Daniel Altmaier,7-6 6-4,Round of 32 ,100,0,0,0,0,0,0,0,R,180.0,POL,30.1,0,0,0,R,188.0,GER,27.6,0,56.0,0,54.0,0
2026-brisbane-1,brisbane,Hard,Alex Michelsen,James Duckworth,6-7 4-6 7-2 6-3,Round of 32 ,100,0,0,0,0,0,0,0,R,193.0,USA,21.8,0,0,0,R,183.0,AUS,34.2,0,41.0,0,80.0,0
2026-brisbane-1,brisbane,Hard,Reilly Opelka,Dane Sweeny,6-3 7-5,Round of 32 ,100,0,0,0,0,0,0,0,R,211.0,USA,28.5,0,0,0,R,170.0,AUS,24.4,0,69.0,0,134.0,0
2026-brisbane-1,brisbane,Hard,Learner Tien,Camilo Ugo Carabelli,7-6 6-4,Round of 32 ,100,0,0,0,0,0,0,0,R,180.0,USA,20.5,0,0,0,R,185.0,ARG,26.6,0,23.0,0,46.0,0
2026-brisbane-1,brisbane,Hard,Frances Tiafoe,Aleksandar Vukic,6-2 6-2,Round of 32 ,100,0,0,0,0,0,0,0,R,188.0,USA,28.2,0,0,0,R,188.0,AUS,30.0,0,28.0,0,88.0,0
2026-brisbane-1,brisbane,Hard,Rinky Hijikata,Matteo Arnaldi,,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,178.0,AUS,25.1,0,0,0,R,185.0,ITA,25.1,0,113.0,0,85.0,0
2026-brisbane-1,brisbane,Hard,Quentin Halys,Kamil Majchrzak,1-6 7-6 6-5,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,191.0,FRA,29.5,0,0,0,R,180.0,POL,30.1,0,72.0,0,56.0,0
2026-brisbane-1,brisbane,Hard,James Duckworth,Terence Atmane,7-6 6-4,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,183.0,AUS,34.2,0,0,0,R,193.0,FRA,24.2,0,80.0,0,66.0,0
2026-brisbane-1,brisbane,Hard,Pablo Carreno Busta,Arthur Cazaux,5-3,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,188.0,ESP,34.7,0,0,0,R,183.0,FRA,23.6,0,123.0,0,73.0,0
2026-brisbane-1,brisbane,Hard,Raphael Collignon,Ethan Quinn,7-5 6-3,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,191.0,BEL,24.2,0,0,0,R,191.0,USA,21.8,0,59.0,0,70.0,0
2026-brisbane-1,brisbane,Hard,Dane Sweeny,Christopher O'Connell,6-7 4-3 6-4,2nd Round Qualifying ,100,0,0,0,0,0,0,0,R,170.0,AUS,24.4,0,0,0,R,185.0,UNK,22.0,0,134.0,0,95.0,0
2026-brisbane-1,brisbane,Hard,Matteo Arnaldi,Hugo Gaston,6-1 5-7 7-6,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,185.0,ITA,25.1,0,0,0,R,173.0,FRA,25.6,0,85.0,0,96.0,0
2026-brisbane-1,brisbane,Hard,Kamil Majchrzak,Cruz Hewitt,6-4 7-5,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,180.0,POL,30.1,0,0,0,R,185.0,UNK,22.0,0,56.0,0,150.0,0
2026-brisbane-1,brisbane,Hard,Terence Atmane,Yannick Hanfmann,6-4 7-6,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,193.0,FRA,24.2,0,0,0,R,193.0,GER,34.3,0,66.0,0,90.0,0
2026-brisbane-1,brisbane,Hard,Arthur Cazaux,Martin Landaluce,6-3 6-2,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,183.0,FRA,23.6,0,0,0,R,191.0,ESP,19.7,0,73.0,0,159.0,0
2026-brisbane-1,brisbane,Hard,Ethan Quinn,Benjamin Bonzi,4-6 6-3 6-3,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,191.0,USA,21.8,0,0,0,R,183.0,FRA,29.9,0,70.0,0,112.0,0
2026-brisbane-1,brisbane,Hard,Dane Sweeny,Jacob Fearnley,6-1 7-6,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,170.0,AUS,24.4,0,0,0,R,183.0,GBR,24.7,0,134.0,0,84.0,0
2026-brisbane-1,brisbane,Hard,Pablo Carreno Busta,Mattia Bellucci,6-4 2-6 7-6,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,188.0,ESP,34.7,0,0,0,R,175.0,ITA,24.8,0,123.0,0,109.0,0
2026-brisbane-1,brisbane,Hard,Rinky Hijikata,Filip Misolic,6-3 6-3,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,178.0,AUS,25.1,0,0,0,R,180.0,AUT,24.4,0,113.0,0,81.0,0
2026-brisbane-1,brisbane,Hard,Raphael Collignon,Alexander Shevchenko,7-5 6-4,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,191.0,BEL,24.2,0,0,0,R,185.0,KAZ,25.4,0,59.0,0,79.0,0
2026-brisbane-1,brisbane,Hard,James Duckworth,Tristan Schoolkate,6-3 6-2,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,183.0,AUS,34.2,0,0,0,R,183.0,AUS,24.9,0,80.0,0,108.0,0
2026-brisbane-1,brisbane,Hard,Quentin Halys,Eliot Spizzirri,6-4 6-3,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,191.0,FRA,29.5,0,0,0,R,183.0,USA,24.1,0,72.0,0,67.0,0
2026-brisbane-1,brisbane,Hard,Christopher O'Connell,Nikoloz Basilashvili,6-2 6-3,1st Round Qualifying ,100,0,0,0,0,0,0,0,R,185.0,UNK,22.0,0,0,0,R,185.0,GEO,32.5,0,95.0,0,136.0,0
2026-hong-kong-2,hong-kong,Hard,Alexander Bublik,Lorenzo Musetti,7-6 6-2,Final ,100,0,0,0,0,0,0,0,R,196.0,KAZ,28.8,0,0,0,R,185.0,ITA,24.2,0,10.0,0,5.0,0
2026-hong-kong-2,hong-kong,Hard,Lorenzo Musetti,Andrey Rublev,6-7 3-5 7-4,Semifinals ,100,0,0,0,0,0,0,0,R,185.0,ITA,24.2,0,0,0,R,188.0,RUS,28.5,0,5.0,0,14.0,0
2026-hong-kong-2,hong-kong,Hard,Alexander Bublik,Marcos Giron,3-6 6-4 6-2,Semifinals ,100,0,0,0,0,0,0,0,R,196.0,KAZ,28.8,0,0,0,R,180.0,USA,32.7,0,10.0,0,64.0,0
2026-hong-kong-2,hong-kong,Hard,Lorenzo Musetti,Coleman Wong,6-4 6-4,Quarterfinals ,100,0,0,0,0,0,0,0,R,185.0,ITA,24.2,0,0,0,R,191.0,HKG,21.8,0,5.0,0,137.0,0
2026-hong-kong-2,hong-kong,Hard,Alexander Bublik,Juncheng Shang,6-1 7-6,Quarterfinals ,100,0,0,0,0,0,0,0,R,196.0,KAZ,28.8,0,0,0,R,180.0,CHN,21.3,0,10.0,0,261.0,0
2026-hong-kong-2,hong-kong,Hard,Andrey Rublev,Nuno Borges,6-3 6-4,Quarterfinals ,100,0,0,0,0,0,0,0,R,188.0,RUS,28.5,0,0,0,R,185.0,POR,29.2,0,14.0,0,45.0,0
2026-hong-kong-2,hong-kong,Hard,Marcos Giron,Michael Mmoh,6-3 1-0,Quarterfinals ,100,0,0,0,0,0,0,0,R,180.0,USA,32.7,0,0,0,R,188.0,USA,27.7,0,64.0,0,355.0,0
2026-hong-kong-2,hong-kong,Hard,Alexander Bublik,Botic van de Zandschulp,6-3 6-3,Round of 16 ,100,0,0,0,0,0,0,0,R,196.0,KAZ,28.8,0,0,0,R,185.0,UNK,22.0,0,10.0,0,150.0,0
2026-hong-kong-2,hong-kong,Hard,Michael Mmoh,Karen Khachanov,7-6 7-2,Round of 16 ,100,0,0,0,0,0,0,0,R,188.0,USA,27.7,0,0,0,R,198.0,RUS,29.9,0,355.0,0,17.0,0
2026-hong-kong-2,hong-kong,Hard,Juncheng Shang,Lorenzo Sonego,6-3 6-4,Round of 16 ,100,0,0,0,0,0,0,0,R,180.0,CHN,21.3,0,0,0,R,191.0,ITA,30.9,0,261.0,0,65.0,0
2026-hong-kong-2,hong-kong,Hard,Marcos Giron,Alexandre Muller,6-4 7-6,Round of 16 ,100,0,0,0,0,0,0,0,R,180.0,USA,32.7,0,0,0,R,183.0,FRA,29.2,0,64.0,0,52.0,0
2026-hong-kong-2,hong-kong,Hard,Lorenzo Musetti,Tomas Martin Etcheverry,6-7 3-2 6-4,Round of 16 ,100,0,0,0,0,0,0,0,R,185.0,ITA,24.2,0,0,0,R,196.0,ARG,26.8,0,5.0,0,51.0,0
