player,rank,points,url_perfil
S. Ofner,132,471,https://www.atptour.com/en/players/sebastian-ofner/o513/overview
D. Sweeny,133,468,https://www.atptour.com/en/players/dane-sweeny/s0ia/overview
M. Trungelliti,134,465,https://www.atptour.com/en/players/marco-trungelliti/ta29/overview
N. Basilashvili,135,464,https://www.atptour.com/en/players/nikoloz-basilashvili/bg23/overview
J. Pinnington Jones,136,456,https://www.atptour.com/en/players/jack-pinnington-jones/p0ht/overview
A. Pellegrino,137,447,https://www.atptour.com/en/players/andrea-pellegrino/ph64/overview
C. Smith,138,446,https://www.atptour.com/en/players/colton-smith/s0ze/overview
C. Rodesch,139,446,https://www.atptour.com/en/players/chris-rodesch/r0e0/overview
B. Harris,140,437,https://www.atptour.com/en/players/billy-harris/hd68/overview
M. Echargui,141,435,https://www.atptour.com/en/players/moez-echargui/ea13/overview
Y. Wu,142,434,https://www.atptour.com/en/players/yibing-wu/wb32/overview
D. Merida,143,432,https://www.atptour.com/en/players/daniel-merida/m0n7/overview
F. Passaro,144,431,https://www.atptour.com/en/players/francesco-passaro/p0ct/overview
J. Faria,145,425,https://www.atptour.com/en/players/jaime-faria/f0f2/overview
Y. Bu,146,424,https://www.atptour.com/en/players/yunchaokete-bu/y09v/overview
L. Draxl,147,417,https://www.atptour.com/en/players/liam-draxl/d0dp/overview
C. Tseng,148,414,https://www.atptour.com/en/players/chun-hsin-tseng/t0ap/overview
M. Zheng,149,414,https://www.atptour.com/en/players/michael-zheng/z0bz/overview
K. Jacquet,150,407,https://www.atptour.com/en/players/kyrian-jacquet/j0az/overview
G. Den Ouden,151,401,https://www.atptour.com/en/players/guy-den-ouden/d0h9/overview
L. Harris,152,399,https://www.atptour.com/en/players/lloyd-harris/hg86/overview
G. Zeppieri,153,397,https://www.atptour.com/en/players/giulio-zeppieri/z0a1/overview
N. Budkov Kjaer,154,395,https://www.atptour.com/en/players/nicolai-budkov-kjaer/b0u4/overview
N. Jarry,155,391,https://www.atptour.com/en/players/nicolas-jarry/j551/overview
M. Landaluce,156,391,https://www.atptour.com/en/players/martin-landaluce/l0il/overview
R. Sakamoto,157,386,https://www.atptour.com/en/players/rei-sakamoto/s0uv/overview
L. Klein,158,386,https://www.atptour.com/en/players/lukas-klein/ki63/overview
A. Bolt,159,383,https://www.atptour.com/en/players/alex-bolt/bi81/overview
M. Lajal,160,378,https://www.atptour.com/en/players/mark-lajal/l0gh/overview
A. Gea,161,377,https://www.atptour.com/en/players/arthur-gea/g0ix/overview
L. Mikrut,162,371,https://www.atptour.com/en/players/luka-mikrut/m0n1/overview
S. Travaglia,163,370,https://www.atptour.com/en/players/stefano-travaglia/ta12/overview
R. Carballes Baena,164,368,https://www.atptour.com/en/players/roberto-carballes-baena/cf59/overview
H. Dellien,165,368,https://www.atptour.com/en/players/hugo-dellien/da31/overview
B. Holt,166,368,https://www.atptour.com/en/players/brandon-holt/h09p/overview
M. Gigante,167,367,https://www.atptour.com/en/players/matteo-gigante/g0gd/overview
U. Blanchet,168,361,https://www.atptour.com/en/players/ugo-blanchet/bv16/overview
Y. Nishioka,169,361,https://www.atptour.com/en/players/yoshihito-nishioka/n732/overview
G. Monfils,170,360,https://www.atptour.com/en/players/gael-monfils/mc65/overview
D. Glinka,171,359,https://www.atptour.com/en/players/daniil-glinka/g0by/overview
H. Rocha,172,357,https://www.atptour.com/en/players/henrique-rocha/r0go/overview
L. Riedi,173,356,https://www.atptour.com/en/players/leandro-riedi/r0fs/overview
A. Fery,174,355,https://www.atptour.com/en/players/arthur-fery/f0dm/overview
Y. Watanuki,175,349,https://www.atptour.com/en/players/yosuke-watanuki/wb08/overview
J. Rodionov,176,349,https://www.atptour.com/en/players/jurij-rodionov/r09x/overview
H. Mayot,177,347,https://www.atptour.com/en/players/harold-mayot/m0g4/overview
J. Ficovich,178,343,https://www.atptour.com/en/players/juan-pablo-ficovich/fa43/overview
J. Kym,179,342,https://www.atptour.com/en/players/jerome-kym/k0ep/overview
Z. Piros,180,341,https://www.atptour.com/en/players/zsombor-piros/p09o/overview
N. Mejia,181,341,https://www.atptour.com/en/players/nicolas-mejia/m0aw/overview
P. Herbert,182,338,https://www.atptour.com/en/players/pierre-hugues-herbert/h996/overview
A. Barrena,183,336,https://www.atptour.com/en/players/alex-barrena/b0gy/overview
J. Clarke,184,335,https://www.atptour.com/en/players/jay-clarke/ci14/overview
V. Sachko,185,333,https://www.atptour.com/en/players/vitaliy-sachko/ss25/overview
N. Basavareddy,186,331,https://www.atptour.com/en/players/nishesh-basavareddy/b0nn/overview
F. Gomez,187,331,https://www.atptour.com/en/players/federico-agustin-gomez/gj16/overview
D. Galan,188,330,https://www.atptour.com/en/players/daniel-elahi-galan/ge33/overview
R. Safiullin,189,328,https://www.atptour.com/en/players/roman-safiullin/sx50/overview
E. Ymer,190,328,https://www.atptour.com/en/players/elias-ymer/y218/overview
B. Tomic,191,323,https://www.atptour.com/en/players/bernard-tomic/ta46/overview
T. Skatov,192,316,https://www.atptour.com/en/players/timofey-skatov/s0gr/overview
J. Engel,193,315,https://www.atptour.com/en/players/justin-engel/e0dd/overview
P. Llamas Ruiz,194,314,https://www.atptour.com/en/players/pablo-llamas-ruiz/l0cx/overview
C. Tabur,195,311,https://www.atptour.com/en/players/clement-tabur/t09x/overview
B. Gojo,196,311,https://www.atptour.com/en/players/borna-gojo/gh92/overview
H. Grenier,197,310,https://www.atptour.com/en/players/hugo-grenier/gf95/overview
O. Crawford,198,310,https://www.atptour.com/en/players/oliver-crawford/c0ak/overview
Z. Kolar,199,308,https://www.atptour.com/en/players/zdenek-kolar/kh56/overview
C. Chidekh,200,307,https://www.atptour.com/en/players/clement-chidekh/c0bh/overview
A. Holmgren,201,303,https://www.atptour.com/en/players/august-holmgren/h09n/overview
A. Molcan,202,302,https://www.atptour.com/en/players/alex-molcan/mv14/overview
D. Evans,203,300,https://www.atptour.com/en/players/daniel-evans/e687/overview
D. Added,204,299,https://www.atptour.com/en/players/dan-added/a09t/overview
A. Guillen Meza,205,298,https://www.atptour.com/en/players/alvaro-guillen-meza/g0dh/overview
J. Kubler,206,295,https://www.atptour.com/en/players/jason-kubler/kb95/overview
L. Giustino,207,292,https://www.atptour.com/en/players/lorenzo-giustino/ga79/overview
J. Reis Da Silva,208,291,https://www.atptour.com/en/players/joao-lucas-reis-da-silva/r0a7/overview
L. Pavlovic,209,286,https://www.atptour.com/en/players/luka-pavlovic/p0ay/overview
G. Loffhagen,210,281,https://www.atptour.com/en/players/george-loffhagen/l0cf/overview
G. Bailly,211,280,https://www.atptour.com/en/players/gilles-arnaud-bailly/b0qc/overview
J. Prado Angelo,212,279,https://www.atptour.com/en/players/juan-carlos-prado-angelo/p0iy/overview
J. McCabe,213,276,https://www.atptour.com/en/players/james-mccabe/m0oq/overview
R. Bertola,214,276,https://www.atptour.com/en/players/remy-bertola/bu70/overview
G. Bueno,215,273,https://www.atptour.com/en/players/gonzalo-bueno/b0gr/overview
L. Midon,216,271,https://www.atptour.com/en/players/lautaro-midon/m0oh/overview
M. Cecchinato,217,270,https://www.atptour.com/en/players/marco-cecchinato/cf01/overview
R. Pacheco Mendez,218,270,https://www.atptour.com/en/players/rodrigo-pacheco-mendez/p0j1/overview
T. Boyer,219,268,https://www.atptour.com/en/players/tristan-boyer/b0ej/overview
S. Sakellaridis,220,267,https://www.atptour.com/en/players/stefanos-sakellaridis/s0kt/overview
A. Galarneau,221,265,https://www.atptour.com/en/players/alexis-galarneau/gk06/overview
T. Monteiro,222,265,https://www.atptour.com/en/players/thiago-monteiro/mj08/overview
F. Cina,223,264,https://www.atptour.com/en/players/federico-cina/c0nb/overview
T. Seyboth Wild,224,262,https://www.atptour.com/en/players/thiago-seyboth-wild/sx91/overview
Y. Zhou,225,261,https://www.atptour.com/en/players/yi-zhou/z0cq/overview
I. Simakin,226,259,https://www.atptour.com/en/players/ilia-simakin/s0o6/overview
L. Neumayer,227,255,https://www.atptour.com/en/players/lukas-neumayer/n0cs/overview
N. Fatic,228,254,https://www.atptour.com/en/players/nerman-fatic/f840/overview
M. Huesler,229,250,https://www.atptour.com/en/players/marc-andrea-huesler/hh06/overview
M. Dodig,230,249,https://www.atptour.com/en/players/matej-dodig/d0l3/overview
G. Olivieri,231,248,https://www.atptour.com/en/players/genaro-alberto-olivieri/o660/overview
Y. Hsu,232,247,https://www.atptour.com/en/players/yu-hsiou-hsu/h09f/overview
A. Collarini,233,246,https://www.atptour.com/en/players/andrea-collarini/cc66/overview
R. Peniston,234,242,https://www.atptour.com/en/players/ryan-peniston/ph78/overview
D. Popko,235,241,https://www.atptour.com/en/players/dmitry-popko/pg20/overview
S. Rodriguez Taverna,236,241,https://www.atptour.com/en/players/santiago-rodriguez-taverna/rh59/overview
A. Andrade,237,239,https://www.atptour.com/en/players/andres-andrade/ag08/overview
M. Houkes,238,237,https://www.atptour.com/en/players/max-houkes/h0cx/overview
F. Meligeni Alves,239,236,https://www.atptour.com/en/players/felipe-meligeni-alves/mw75/overview
F. Ferreira Silva,240,235,https://www.atptour.com/en/players/frederico-ferreira-silva/sn54/overview
M. Topo,241,234,https://www.atptour.com/en/players/marko-topo/t0fi/overview
J. Schwaerzler,242,234,https://www.atptour.com/en/players/joel-schwaerzler/s0wt/overview
K. Uchida,243,233,https://www.atptour.com/en/players/kaichi-uchida/u120/overview
R. Noguchi,244,232,https://www.atptour.com/en/players/rio-noguchi/n09u/overview
A. Moro Canas,245,229,https://www.atptour.com/en/players/alejandro-moro-canas/m0ht/overview
T. Samuel,246,228,https://www.atptour.com/en/players/toby-samuel/s0tm/overview
T. Gentzsch,247,227,https://www.atptour.com/en/players/tom-gentzsch/g0ib/overview
F. Jianu,248,225,https://www.atptour.com/en/players/filip-cristian-jianu/j09x/overview
H. Squire,249,223,https://www.atptour.com/en/players/henri-squire/s0ak/overview
M. Krueger,250,221,https://www.atptour.com/en/players/mitchell-krueger/kc12/overview
J. Monday,251,221,https://www.atptour.com/en/players/johannus-monday/m0on/overview
K. Coppejans,252,221,https://www.atptour.com/en/players/kimmer-coppejans/cg33/overview
I. Gakhov,253,219,https://www.atptour.com/en/players/ivan-gakhov/ge28/overview
E. Butvilas,254,217,https://www.atptour.com/en/players/edas-butvilas/b0mm/overview
M. Cassone,255,217,https://www.atptour.com/en/players/murphy-cassone/c0ht/overview
P. Martin Tiffon,256,215,https://www.atptour.com/en/players/pol-martin-tiffon/m0ea/overview
D. Michalski,257,210,https://www.atptour.com/en/players/daniel-michalski/m0e1/overview
P. Boscardin Dias,258,209,https://www.atptour.com/en/players/pedro-boscardin-dias/b0fi/overview
S. Kozlov,259,208,https://www.atptour.com/en/players/stefan-kozlov/ke64/overview
G. Heide,260,207,https://www.atptour.com/en/players/gustavo-heide/h0du/overview
C. Broom,261,206,https://www.atptour.com/en/players/charles-broom/bv21/overview
J. Shang,262,205,https://www.atptour.com/en/players/juncheng-shang/s0re/overview
Z. Zhang,263,205,https://www.atptour.com/en/players/zhizhen-zhang/z371/overview
N. Kicker,264,204,https://www.atptour.com/en/players/nicolas-kicker/kc29/overview
D. Kuzmanov,265,204,https://www.atptour.com/en/players/dimitar-kuzmanov/kc33/overview
M. Kukushkin,266,203,https://www.atptour.com/en/players/mikhail-kukushkin/k926/overview
F. Sun,267,202,https://www.atptour.com/en/players/fajing-sun/sx90/overview
S. Gueymard Wayenburg,268,202,https://www.atptour.com/en/players/sascha-gueymard-wayenburg/g0gw/overview
A. Martin,269,200,https://www.atptour.com/en/players/andres-martin/m0np/overview
T. Pereira,270,200,https://www.atptour.com/en/players/tiago-pereira/p0k4/overview
F. Agamenone,271,197,https://www.atptour.com/en/players/franco-agamenone/aa27/overview
F. Bax,272,197,https://www.atptour.com/en/players/florent-bax/b0bu/overview
D. Blanch,273,195,https://www.atptour.com/en/players/darwin-blanch/b0no/overview
S. Purtseladze,274,192,https://www.atptour.com/en/players/saba-purtseladze/p0ea/overview
N. Sanchez Izquierdo,275,192,https://www.atptour.com/en/players/nikolas-sanchez-izquierdo/s0gz/overview
H. Wendelken,276,190,https://www.atptour.com/en/players/harry-wendelken/w0ah/overview
G. Justo,277,187,https://www.atptour.com/en/players/guido-ivan-justo/j0aw/overview
F. Diaz Acosta,278,186,https://www.atptour.com/en/players/facundo-diaz-acosta/d0cg/overview
M. Dellien,279,186,https://www.atptour.com/en/players/murkel-dellien/dc48/overview
J. Varillas,280,184,https://www.atptour.com/en/players/juan-pablo-varillas/v836/overview
L. Broady,281,183,https://www.atptour.com/en/players/liam-broady/bi23/overview
K. Nishikori,282,182,https://www.atptour.com/en/players/kei-nishikori/n552/overview
Y. Uchiyama,283,182,https://www.atptour.com/en/players/yasutaka-uchiyama/u134/overview
A. Boitan,284,182,https://www.atptour.com/en/players/adrian-boitan/b0c0/overview
A. Nedic,285,181,https://www.atptour.com/en/players/andrej-nedic/n0db/overview
S. Nagal,286,181,https://www.atptour.com/en/players/sumit-nagal/n897/overview
E. Coulibaly,287,181,https://www.atptour.com/en/players/eliakim-coulibaly/c0hb/overview
P. Brunclik,288,181,https://www.atptour.com/en/players/petr-brunclik/b0ov/overview
B. Hassan,289,180,https://www.atptour.com/en/players/benjamin-hassan/hg94/overview
F. Andaloro,290,180,https://www.atptour.com/en/players/fabrizio-andaloro/a0f3/overview
L. Marmousez,291,179,https://www.atptour.com/en/players/lilian-marmousez/m0gy/overview
H. Barton,292,179,https://www.atptour.com/en/players/hynek-barton/b0ou/overview
B. Zhukayev,293,178,https://www.atptour.com/en/players/beibit-zhukayev/z09z/overview
M. Pucinelli De Almeida,294,177,https://www.atptour.com/en/players/matheus-pucinelli-de-almeida/p0df/overview
A. Rybakov,295,176,https://www.atptour.com/en/players/alex-rybakov/rg42/overview
N. Gombos,296,175,https://www.atptour.com/en/players/norbert-gombos/gb93/overview
R. Bertrand,297,175,https://www.atptour.com/en/players/robin-bertrand/b0jj/overview
P. Bar Biryukov,298,174,https://www.atptour.com/en/players/petr-bar-biryukov/b0lq/overview
M. Geerts,299,174,https://www.atptour.com/en/players/michael-geerts/gg65/overview
F. Gill,300,173,https://www.atptour.com/en/players/felix-gill/g0eu/overview
J. Berrettini,301,172,https://www.atptour.com/en/players/jacopo-berrettini/bu10/overview
D. Rincon,302,169,https://www.atptour.com/en/players/daniel-rincon/r0fp/overview
M. Damas,303,168,https://www.atptour.com/en/players/miguel-damas/d0cn/overview
G. Onclin,304,167,https://www.atptour.com/en/players/gauthier-onclin/o0a2/overview
G. Cadenasso,305,166,https://www.atptour.com/en/players/gianluca-cadenasso/c0nn/overview
K. Smith,306,164,https://www.atptour.com/en/players/keegan-smith/s0dq/overview
A. Santillan,307,164,https://www.atptour.com/en/players/akira-santillan/sq80/overview
M. Rosenkranz,308,164,https://www.atptour.com/en/players/mats-rosenkranz/rh62/overview
P. Jubb,309,163,https://www.atptour.com/en/players/paul-jubb/j0a4/overview
I. Marcondes,310,162,https://www.atptour.com/en/players/igor-marcondes/rd48/overview
D. Dedura,311,162,https://www.atptour.com/en/players/diego-dedura/d0lj/overview
M. Jones,312,159,https://www.atptour.com/en/players/maximus-jones/j0d2/overview
M. Erhard,313,159,https://www.atptour.com/en/players/mathys-erhard/e0ac/overview
C. Hemery,314,157,https://www.atptour.com/en/players/calvin-hemery/hb48/overview
R. Tokuda,315,157,https://www.atptour.com/en/players/renta-tokuda/td55/overview
M. Soto,316,157,https://www.atptour.com/en/players/matias-soto/s0ek/overview
A. Shelbayh,317,156,https://www.atptour.com/en/players/abdullah-shelbayh/s0nv/overview
S. Kopp,318,156,https://www.atptour.com/en/players/sandro-kopp/k0cj/overview
D. Dutra da Silva,319,155,https://www.atptour.com/en/players/daniel-dutra-da-silva/sg56/overview
C. Stebe,320,154,https://www.atptour.com/en/players/cedrik-marcel-stebe/sk94/overview
M. Basing,321,154,https://www.atptour.com/en/players/max-basing/b0je/overview
P. Henning,322,154,https://www.atptour.com/en/players/philip-henning/h0bf/overview
M. Mrva,323,154,https://www.atptour.com/en/players/maxim-mrva/m0se/overview
G. Blancaneaux,324,153,https://www.atptour.com/en/players/geoffrey-blancaneaux/bu54/overview
G. Johns,325,153,https://www.atptour.com/en/players/garrett-johns/j0b5/overview
S. Fomin,326,151,https://www.atptour.com/en/players/sergey-fomin/f0a3/overview
O. Tarvet,327,150,https://www.atptour.com/en/players/oliver-tarvet/t0gr/overview
T. Zink,328,150,https://www.atptour.com/en/players/tyler-zink/z0ak/overview
A. Martin,329,148,https://www.atptour.com/en/players/andrej-martin/mf35/overview
T. Paris,330,148,https://www.atptour.com/en/players/tom-paris/p0gn/overview
F. Roncadelli,331,146,https://www.atptour.com/en/players/franco-roncadelli/r0bt/overview
